Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
17707835,The Divine Comedy,Dante Alighieri,"Alighieri, Dante",Gustave Doré,1607109913,9781607109914,0,4.07,Canterbury Classics,Leather Bound,646,2013,1320,,12/2/2020,to-read,to-read (#63),to-read,,,,0,0
438353,The Princess Bride,William Goldman,"Goldman, William",,0156035219,9780156035217,0,4.26,Harcourt Inc,Mass Market Paperback,456,2007,1973,,12/2/2020,to-read,to-read (#61),to-read,,,,0,0
40876575,Utopia for Realists: How We Can Build the Ideal World,Rutger Bregman,"Bregman, Rutger",,,,0,4.24,"Little, Brown and Company",Kindle Edition,262,2017,2014,,11/26/2020,to-read,to-read (#60),to-read,,,,0,0
3301759,The Murders in the Rue Morgue - a C. Auguste Dupin Short Story (C. Auguste Dupin #1),Edgar Allan Poe,"Poe, Edgar Allan","Delfino Cinelli, Carlos Olivera",149616640X,9781496166401,4,3.84,CreateSpace Independent Publishing Platform,Paperback,38,,1841,11/19/2020,8/30/2020,,,read,,,,2,0
76683,"Foundation's Edge (Foundation, #4)",Isaac Asimov,"Asimov, Isaac",,0553293389,9780553293388,5,4.16,Bantam/Spectra,Paperback,450,2010,1982,11/15/2020,10/2/2020,,,read,,,,1,0
264158,The Raven,Edgar Allan Poe,"Poe, Edgar Allan",Gustave Doré,0486290727,9780486290720,5,4.29,Dover Publications,Paperback,64,1996,1845,11/10/2020,11/10/2020,,,read,,,,1,0
112537,"Rendezvous with Rama (Rama, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,1857231589,9781857231588,0,4.11,,Paperback,243,2000,1973,,11/5/2020,to-read,to-read (#59),to-read,,,,0,0
190999,Way Station,Clifford D. Simak,"Simak, Clifford D.",,0020248717,9780020248712,0,4.03,Collier Books,Paperback,210,1992,1988,,11/5/2020,to-read,to-read (#58),to-read,,,,0,0
286957,The Yellow Wall-Paper,Charlotte Perkins Gilman,"Gilman, Charlotte Perkins",Elaine R. Hedges,1558611584,9781558611580,4,4.12,The Feminist Press at CUNY,Paperback,64,1996,1892,11/2/2020,11/2/2020,,,read,,,,1,0
51253511,"Champion of the Titan Games (Dragonwatch, #4)",Brandon Mull,"Mull, Brandon",,1629727881,9781629727882,5,4.48,Shadow Mountain,Hardcover,535,2020,2020,11/2/2020,11/2/2020,,,read,,,,1,0
8779896,The Monkey's Paw,W.W. Jacobs,"Jacobs, W.W.",,1583419195,9781583419199,4,3.84,Creative Education,Hardcover,32,2010,1902,11/1/2020,11/1/2020,,,read,,,,1,0
204779,The Masque of the Red Death - an Edgar Allan Poe Short Story,Edgar Allan Poe,"Poe, Edgar Allan",,1594567395,9781594567391,5,4.08,BookSurge Classics,Paperback,76,2004,1842,11/1/2020,11/1/2020,,,read,,,,1,0
29580,"Second Foundation (Foundation, #3)",Isaac Asimov,"Asimov, Isaac",,0553803735,9780553803730,5,4.26,Bantam Spectra,Hardcover,256,2004,1953,11/1/2020,10/2/2020,,,read,,,,1,0
48037,Carmilla,J. Sheridan Le Fanu,"Fanu, J. Sheridan Le",,0809510839,9780809510832,4,3.83,Wildside Press,Paperback,108,2000,1872,10/30/2020,10/21/2020,,,read,,,,1,0
30688435,Exit West,Mohsin Hamid,"Hamid, Mohsin",,0735212171,9780735212176,3,3.77,Riverhead,Hardcover,231,2017,2017,10/30/2020,10/30/2020,,,read,,,,1,0
3193795,A Very Old Man with Enormous Wings,Gabriel García Márquez,"Márquez, Gabriel García",,,,0,3.86,,,16,1968,1968,,10/26/2020,to-read,to-read (#57),to-read,,,,0,0
8158028,The Works of Edgar Allan Poe: Volume 1 (The Works of Edgar Allan Poe #1),Edgar Allan Poe,"Poe, Edgar Allan",,,,0,4.35,Amazon Digital Services,Kindle Edition,206,2006,1894,,10/18/2020,to-read,to-read (#56),to-read,,,,0,0
10562870,The Works of Edgar Allen Poe Volume 2,Edgar Allan Poe,"Poe, Edgar Allan",,,2940012635389,0,4.38,Yellow Dress Publishers,Nook,160,2011,1903,,10/18/2020,to-read,to-read (#55),to-read,,,,0,0
30036,"Elric of Melniboné (The Elric Saga, #1)",Michael Moorcock,"Moorcock, Michael",,0441203981,9780441203987,4,3.89,Ace Books,Mass Market Paperback,181,1987,1972,10/18/2020,9/26/2020,,,read,,,,1,0
11371,It Can't Happen Here,Sinclair Lewis,"Lewis, Sinclair",,045121658X,9780451216588,0,3.78,NAL Trade,Paperback,400,2005,1935,,10/14/2020,to-read,to-read (#53),to-read,,,,0,0
93007,The Merry Adventures of Robin Hood,Howard Pyle,"Pyle, Howard",,1595406557,9781595406552,5,4.07,1st World Library - Literary Society,Paperback,400,2004,1883,10/11/2020,5/4/2020,,,read,,,,1,0
76679,Forward the Foundation (Foundation: Prequel #2),Isaac Asimov,"Asimov, Isaac",,0553565079,9780553565072,0,4.15,Bantam/Spectra,Paperback,464,1994,1993,,10/2/2020,to-read,to-read (#52),to-read,,,,0,0
30013,Prelude to Foundation,Isaac Asimov,"Asimov, Isaac",,,,0,4.15,Voyager,Paperback,464,1994,1988,,10/2/2020,to-read,to-read (#51),to-read,,,,0,0
29581,"Foundation and Empire (Foundation, #2)",Isaac Asimov,"Asimov, Isaac",,0553803727,9780553803723,5,4.22,Spectra Books,Hardcover,244,2004,1952,10/2/2020,9/8/2019,,,read,,,,1,0
131359,"Death on the Nile (Hercule Poirot, #16)",Agatha Christie,"Christie, Agatha",,,,5,4.12,Bantam Books,Paperback,352,1978,1937,9/29/2020,9/27/2020,,,read,,,,1,0
601299,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes","Stephen F. Boyd, P.A. Motteux",1853260363,9781853260360,0,3.89,Wordsworth Editions Ltd,Paperback,765,1997,1605,,5/9/2020,to-read,to-read (#50),to-read,,,,0,0
2429135,"The Girl with the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,,,0,4.16,Knopf,Hardcover,480,2008,2005,,9/25/2020,to-read,to-read (#49),to-read,,,,0,0
16322,"The A.B.C. Murders (Hercule Poirot, #12)",Agatha Christie,"Christie, Agatha",,1579126243,9781579126247,5,4.03,Black Dog & Leventhal Publishers,Hardcover,232,2006,1936,9/14/2020,9/13/2020,,,read,,,,1,0
14497,"Neverwhere (London Below, #1)",Neil Gaiman,"Gaiman, Neil",,0060557818,9780060557812,0,4.17,William Morrow Paperbacks,Paperback,370,2003,1996,,9/14/2020,to-read,to-read (#48),to-read,,,,0,0
40180021,Naked Economics: Undressing the Dismal Science,Charles Wheelan,"Wheelan, Charles",,0393356493,9780393356496,5,4.02,W. W. Norton  Company,Paperback,400,2019,2002,9/10/2020,7/19/2020,,,read,,,,1,0
853510,"Murder on the Orient Express (Hercule Poirot, #9)",Agatha Christie,"Christie, Agatha",,0007119313,9780007119318,5,4.2,HarperCollins,Paperback,274,2007,1934,9/7/2020,7/13/2020,,,read,,,,1,0
2213661,The Graveyard Book,Neil Gaiman,"Gaiman, Neil",Dave McKean,0060530928,9780060530921,0,4.15,HarperCollins,Hardcover,312,2008,2008,,9/6/2020,to-read,to-read (#47),to-read,,,,0,0
13369533,The Old Ways: A Journey on Foot,Robert Macfarlane,"Macfarlane, Robert",,0241143810,9780241143810,0,4.14,Hamish Hamilton,Hardcover,433,2012,2012,,9/2/2020,to-read,to-read (#46),to-read,,,,0,0
16343,"The Mysterious Affair at Styles (Hercule Poirot, #1)",Agatha Christie,"Christie, Agatha",,0646418432,9780646418438,4,4,Deodand,Paperback,121,2002,1920,8/30/2020,8/22/2020,,,read,,,,2,0
99245,Nightfall,Isaac Asimov,"Asimov, Isaac",Robert Silverberg,0553290991,9780553290998,5,4.05,Bantam Books,Paperback,339,2012,1990,8/18/2020,3/16/2019,,,read,,,,1,0
32559,The Fall of the House of Usher and Other Tales,Edgar Allan Poe,"Poe, Edgar Allan",Stephen Marlowe,0451526759,9780451526755,0,4.17,Signet Classics,Paperback,400,1998,1849,,8/16/2020,to-read,to-read (#45),to-read,,,,0,0
76778,The Martian Chronicles,Ray Bradbury,"Bradbury, Ray",,0553278223,9780553278224,5,4.15,Bantam/Spectra,Mass Market Paperback,182,1984,1950,8/15/2020,7/6/2020,,,read,,,,1,0
15769,"The Bourne Supremacy (Jason Bourne, #2)",Robert Ludlum,"Ludlum, Robert",,0752863886,9780752863887,0,4.11,Orion,Mass Market Paperback,688,2004,1986,,8/11/2020,to-read,to-read (#44),to-read,,,,0,0
236093,"The Wonderful Wizard of Oz (Oz, #1)",L. Frank Baum,"Baum, L. Frank","Жечка Георгиева, W.W. Denslow, У.У. Денслоу",0140621679,9780140621679,4,3.99,Penguin,Paperback,154,1995,1900,8/9/2020,8/7/2020,,,read,,,,1,0
39798828,The Fall of Gondolin (Middle-Earth Universe),J.R.R. Tolkien,"Tolkien, J.R.R.","Christopher Tolkien, Alan       Lee",1328613046,9781328613042,0,4.06,Houghton Mifflin Harcourt,Hardcover,304,2018,2018,,8/7/2020,to-read,to-read (#42),to-read,,,,0,0
41015249,Beren and Lúthien,J.R.R. Tolkien,"Tolkien, J.R.R.",,,,0,4.02,Houghton Mifflin Harcourt,Kindle Edition,321,2017,2017,,8/7/2020,to-read,to-read (#41),to-read,,,,0,0
597790,The Children of Húrin,J.R.R. Tolkien,"Tolkien, J.R.R.","Christopher Tolkien, Alan       Lee",0007246226,9780007246229,0,4,HarperCollins,Hardcover,315,2007,2007,,8/7/2020,to-read,to-read (#40),to-read,,,,0,0
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky, Borut Kraševec, Ива Николова",,,0,4.35,"Farrar, Straus and Giroux",Paperback,796,2002,1879,,8/4/2020,to-read,to-read (#39),to-read,,,,0,0
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,0385732554,9780385732550,5,4.13,Ember,Paperback,208,2006,1993,8/2/2020,3/16/2019,,,read,,,,2,0
42046112,Recursion,Blake Crouch,"Crouch, Blake",,1524759783,9781524759780,0,4.16,Crown Publishing Group (NY),Hardcover,336,2019,2019,,8/2/2020,to-read,to-read (#38),to-read,,,,0,0
2921082,"The Maze of Bones  (The 39 Clues, #1)",Rick Riordan,"Riordan, Rick",,0545060397,9780545060394,4,3.86,"Scholastic, Inc.",Hardcover,220,2008,2008,,8/2/2020,,,read,,,,1,0
284440,"Skulduggery Pleasant (Skulduggery Pleasant, #1)",Derek Landy,"Landy, Derek",Tom Percival,0061231150,9780061231155,0,4.18,HarperCollins,Hardcover,392,2007,2007,,8/2/2020,to-read,to-read (#37),to-read,,,,0,0
13228487,"The Dragonet Prophecy (Wings of Fire, #1)",Tui T. Sutherland,"Sutherland, Tui T.",,0545349184,9780545349185,4,4.25,Scholastic Press,Hardcover,336,2012,2012,,8/2/2020,,,read,,,,1,0
249747,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,"Colfer, Eoin",,,,5,3.86,Disney-Hyperion,Paperback,396,2003,2001,,8/2/2020,,,read,,,,1,0
77566,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan","Gary Ruddell, Gaetano Luigi Staffilano",0553283685,9780553283686,0,4.25,Bantam Doubleday Dell Publishing Group,Mass Market Paperback,500,1990,1989,,8/2/2020,to-read,to-read (#36),to-read,,,,0,0
4556058,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,"Riordan, Rick",,1423101472,9781423101475,5,4.53,Disney-Hyperion Books,Hardcover,381,2009,2009,,8/2/2020,,,read,,,,1,0
2120932,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,"Riordan, Rick",,,,5,4.41,Hyperion Books for Children,Hardcover,361,2008,2008,,3/16/2019,,,read,,,,1,0
561456,"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,"Riordan, Rick",,0141382899,9780141382890,5,4.36,Puffin Books,Paperback,320,2007,2007,,8/2/2020,,,read,,,,1,0
28186,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,"Riordan, Rick",,0786856866,9780786856862,5,4.24,Hyperion Books,Hardcover,279,2006,2006,,8/2/2020,,,read,,,,1,0
18705209,"The Blood of Olympus (The Heroes of Olympus, #5)",Rick Riordan,"Riordan, Rick",,1484724917,9781423146735,5,4.43,Disney-Hyperion Books,Hardcover,516,2014,2014,,8/2/2020,,,read,,,,1,0
12127810,"The House of Hades (The Heroes of Olympus, #4)",Rick Riordan,"Riordan, Rick",,1423146727,9781423146728,5,4.55,Disney-Hyperion Books,Hardcover,597,2013,2013,,8/2/2020,,,read,,,,1,0
12127750,"The Mark of Athena (The Heroes of Olympus, #3)",Rick Riordan,"Riordan, Rick",,1423140605,9781423140603,4,4.46,Disney-Hyperion Books,Hardcover,586,2012,2012,,8/2/2020,,,read,,,,1,0
9520360,"The Son of Neptune (The Heroes of Olympus, #2)",Rick Riordan,"Riordan, Rick",,1423140591,9781423140597,5,4.42,Disney-Hyperion Books,Hardcover,521,2011,2011,,8/2/2020,,,read,,,,1,0
7736182,"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,"Riordan, Rick",,142311339X,9781423113393,5,4.32,Disney-Hyperion Books,Hardcover,553,2010,2010,,8/2/2020,,,read,,,,1,0
70787,The Bicentennial Man and Other Stories,Isaac Asimov,"Asimov, Isaac",,1857989325,9781857989328,5,4.13,Millennium,Paperback,211,2000,1976,8/2/2020,7/26/2020,,,read,,,,1,0
14743396,Frankenstein,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",,9781435136,,4,3.84,"Barnes & Noble, Inc.",Leather Bound,207,2012,1818,7/29/2020,5/9/2020,,,read,,,,1,0
2062034,Staring at the Sun: Overcoming the Terror of Death,Irvin D. Yalom,"Yalom, Irvin D.",Ірвін Ялом,0787996688,9780787996680,0,4.22,Jossey-Bass,Hardcover,306,2008,2008,,7/23/2020,to-read,to-read (#35),to-read,,,,0,0
414999,Childhood's End,Arthur C. Clarke,"Clarke, Arthur C.",,,,0,4.11,Del Rey Books,Mass Market Paperback,224,1987,1953,,7/22/2020,to-read,to-read (#34),to-read,,,,0,0
656,War and Peace,Leo Tolstoy,"Tolstoy, Leo","Henry Gifford, Aylmer Maude, Louise Maude",,,0,4.15,Oxford University Press,Paperback,1392,1998,1869,,7/21/2020,to-read,to-read (#33),to-read,,,,0,0
72485,Dracula,Bram Stoker,"Stoker, Bram",Brooke Allen,1593081146,9781593081140,5,4.01,Barnes & Noble,Paperback,417,2004,1897,7/19/2020,5/6/2020,,,read,,,,1,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,,,4,3.98,Simon & Schuster,Kindle Edition,194,2011,1953,,7/6/2020,,,read,,,,1,0
316845,"The Sword in the Stone (The Once and Future King, #1)",T.H. White,"White, T.H.",,000675399X,9780006753995,0,3.9,Collins,Paperback,352,1998,1938,,6/14/2020,to-read,to-read (#32),to-read,,,,0,0
70535,2001: A Space Odyssey,Arthur C. Clarke,"Clarke, Arthur C.",,0451457994,9780451457998,5,4.16,Roc,Paperback,297,2000,1968,5/8/2020,3/1/2020,,,read,,,,1,0
6440,Ivanhoe,Walter Scott,"Scott, Walter","Graham Tulloch, Walter Brendel",,,0,3.75,Penguin Books /Penguin Classics,Paperback,496,2000,1819,,5/4/2020,to-read,to-read (#31),to-read,,,,0,0
790316,"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,"Ludlum, Robert",,0399900705,9780399900709,5,4.04,Richard Marek Publishers,Hardcover,523,1980,1980,5/4/2020,5/2/2020,,,read,,,,1,0
101703,"The Voyage of the Dawn Treader (Chronicles of Narnia, #5)",C.S. Lewis,"Lewis, C.S.",,0590254790,9780590254793,5,4.09,Scholastic,Paperback,248,1995,1952,,4/30/2020,,,read,,,,1,0
638211,Prince Caspian,C.S. Lewis,"Lewis, C.S.",Pauline Baynes,0064405001,9780064405003,4,3.98,HarperCollins,Paperback,223,2008,1951,,4/30/2020,,,read,,,,1,0
23754,"Preludes & Nocturnes (The Sandman, #1)",Neil Gaiman,"Gaiman, Neil","Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger, Daniel Vozzo",1563892278,9781563892271,0,4.24,Vertigo,Hardcover,233,1998,1988,,4/29/2020,to-read,to-read (#30),to-read,,,,0,0
369007,"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis,"Lewis, C.S.",,0590254812,9780590254816,5,4.01,Scholastic Inc,Paperback,211,1995,1956,4/28/2020,4/27/2020,,,read,,,,1,0
23613,"Sir Gawain and the Green Knight, Pearl, and Sir Orfeo",Unknown,"Unknown, Unknown","J.R.R. Tolkien, Christopher Tolkien",,,0,3.97,HarperCollins Publishers,Paperback,158,1995,1400,,4/28/2020,to-read,to-read (#29),to-read,,,,0,0
43235810,"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,0064405044,9780064405041,4,3.96,HarperCollins,Paperback,243,2008,1953,4/26/2020,4/26/2020,,,read,,,,1,0
12403819,Dagon,H.P. Lovecraft,"Lovecraft, H.P.",,,,3,3.7,,Kindle Edition,15,2011,1917,4/25/2020,4/25/2020,,,read,,,,2,0
36282787,The Tomb,H.P. Lovecraft,"Lovecraft, H.P.",Massimo Cimarelli,,,4,3.54,Volume Edizioni s.r.l.,Kindle Edition,46,2012,1917,4/25/2020,4/25/2020,,,read,,,,1,0
1411154,Screwtape Letters,C.S. Lewis,"Lewis, C.S.",,0553249096,9780553249095,5,4.25,Bantam Books,Paperback,93,1982,1942,4/22/2020,4/21/2020,,,read,,,,1,0
824844,Return from Tomorrow,George G. Ritchie,"Ritchie, George G.",Elizabeth Sherrill,080078412X,9780800784126,0,4.25,Fleming H. Revell Company,Paperback,128,1996,1978,,4/21/2020,to-read,to-read (#28),to-read,,,,0,0
31360,"Children of the Mind (Ender's Saga, #4)",Orson Scott Card,"Card, Orson Scott",,0765304740,9780765304742,4,3.77,Tor Books,Paperback,370,2002,1996,4/19/2020,3/5/2020,,,read,,,,1,0
8500838,"The Hunt for Red October (Jack Ryan, #3)",Tom Clancy,"Clancy, Tom",,0425240339,9780425240335,5,4.1,Berkley,Paperback,654,2010,1984,,6/30/2019,,,read,,,,1,0
12432220,"The False Prince (Ascendance, #1)",Jennifer A. Nielsen,"Nielsen, Jennifer A.",,0545284139,9780545284134,5,4.22,"Scholastic, Inc.",Hardcover,342,2012,2012,,4/18/2020,,,read,,,,1,0
8648,"Xenocide (Ender's Saga, #3)",Orson Scott Card,"Card, Orson Scott",,0312861877,9780312861872,5,3.81,Tor Books,Mass Market Paperback,592,1996,1991,,8/18/2019,,,read,,,,1,0
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,0142000671,9780142000670,3,3.88,Penguin Books,Paperback,112,2002,1937,,4/6/2020,,,read,,,,1,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,,,5,4.27,Harper Perennial Modern Classics ,Paperback,336,2006,1960,,4/6/2020,,,read,,,,1,0
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse",0451526341,9780451526342,4,3.98,Signet Classics,Mass Market Paperback,141,1996,1945,,4/6/2020,,,read,,,,1,0
40961427,1984,George Orwell,"Orwell, George",,,,4,4.19,Houghton Mifflin Harcourt,Kindle Edition,298,2013,1949,,9/19/2019,,,read,,,,1,0
1112132,The Scarlet Pimpernel,Emmuska Orczy,"Orczy, Emmuska",,1403709882,9781403709882,3,4.07,Dalmatian Press,Hardcover,273,2005,1905,,4/5/2020,,,read,,,,1,0
43822024,"The Toll (Arc of a Scythe, #3)",Neal Shusterman,"Shusterman, Neal",,1481497065,9781481497060,0,4.21,Simon & Schuster Books for Young Readers,Hardcover,625,2019,2019,,4/5/2020,to-read,to-read (#27),to-read,,,,0,0
33555224,"Thunderhead (Arc of a Scythe, #2)",Neal Shusterman,"Shusterman, Neal",,1442472456,9781442472457,5,4.42,Simon & Schuster Books for Young Readers,Hardcover,504,2018,2018,,12/22/2019,,,read,,,,1,0
38508766,The Skeptics' Guide to the Universe: How to Know What's Really Real in a World Increasingly Full of Fake,Steven Novella,"Novella, Steven","Bob Novella, Cara Santa Maria, Jay Novella, Evan Bernstein",1538760533,9781538760536,5,4.42,Grand Central Publishing,Hardcover,512,2018,2018,,8/20/2019,,,read,,,,1,0
672875,Le Morte d'Arthur: King Arthur and the Legends of the Round Table,Thomas Malory,"Malory, Thomas","Keith Baines, Robert Graves",0451528166,9780451528162,0,3.92,Signet Classics,Mass Market Paperback,512,2001,1485,,3/15/2020,to-read,to-read (#26),to-read,,,,0,0
28421168,"Renegades (Renegades, #1)",Marissa Meyer,"Meyer, Marissa",,1250044669,9781250044662,0,4.15,Feiwel & Friends,Hardcover,552,2017,2017,,3/14/2020,to-read,to-read (#25),to-read,,,,0,0
36566469,"The Frequency of Aliens (Sorrow Falls, #2)",Gene Doucette,"Doucette, Gene",,,,0,4.19,,Kindle Edition,446,2017,2017,,3/3/2020,to-read,to-read (#24),to-read,,,,0,0
38242137,"The Spaceship Next Door (Sorrow Falls, #1)",Gene Doucette,"Doucette, Gene",,132856746X,9781328567468,5,3.99,Mariner Books,Paperback,353,2018,2015,,7/8/2019,,,read,,,,1,0
22904,The Complete Stories,Franz Kafka,"Kafka, Franz","John Updike, Nahum N. Glatzer, Willa Muir, Edwin Muir, Tania Stern, James Stern, Ernst Kaiser, Eithne Wilkins",,,0,4.34,Schocken,Paperback,486,1995,1946,,2/27/2020,to-read,to-read (#22),to-read,,,,0,0
12980161,"Path of Beasts (The Keepers, #3)",Lian Tanner,"Tanner, Lian",,,,5,4.16,,Hardcover,337,2012,2012,,1/31/2020,,,read,,,,1,0
10114276,"City of Lies (The Keepers, #2)",Lian Tanner,"Tanner, Lian",,0385739060,9780385739061,5,4.03,Delacorte Books for Young Readers,Hardcover,278,2011,2011,,1/31/2020,,,read,,,,1,0
7507920,"Museum of Thieves (The Keepers, #1)",Lian Tanner,"Tanner, Lian",,0385739052,9780385739054,5,3.92,Delacorte Press,Hardcover,312,2010,2010,,1/31/2020,,,read,,,,1,0
40874032,"Vicious (Villains, #1)",V.E. Schwab,"Schwab, V.E.",,,,5,4.23,Tor Books,Kindle Edition,366,2013,2013,,7/7/2019,,,read,,,,1,0
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,"Gladwell, Malcolm",,0316346624,9780316346627,3,3.99,Time Warner Book Group,Paperback,301,2002,2000,,9/4/2019,,,read,,,,1,0
28954189,"Scythe (Arc of a Scythe, #1)",Neal Shusterman,"Shusterman, Neal",,,,5,4.33,Simon Schuster Books for Young Readers,Hardcover,435,2016,2016,,8/18/2019,,,read,,,,1,0
34638060,Cthulhu Mythos Tales,H.P. Lovecraft,"Lovecraft, H.P.",,1684121337,9781684121335,0,4.12,Canterbury Classics,Flexibound,615,2017,1940,,12/20/2019,to-read,to-read (#21),to-read,,,,0,0
